nm_municipio;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_sit_totalizacao;aa_eleicao;qt_votos_nom_validos;qt_votos_concorrentes
LAGAMAR;Vereador;20555;ABEDON MODESTO TIAGO;BEDON;PODE;Eleito;2024;250;5369
LAGAMAR;Vereador;20500;JOSE PEREIRA DE OLIVEIRA JUNIOR;ZE MARELO;PODE;Eleito;2024;249;5369
LAGAMAR;Vereador;70200;GEOVANE GONZAGA DA SILVA;JOÃO VELHO;AVANTE;Eleito;2024;232;5369
LAGAMAR;Vereador;45610;BOLIVAR ANTONIO TEIXEIRA;BOLIVAR DO RETIRO;PSDB;Eleito;2024;213;5369
LAGAMAR;Vereador;70777;GERALDO DONIZETTI MOREIRA;DONIZETTI;AVANTE;Eleito;2024;210;5369
LAGAMAR;Vereador;55555;EDUARDO JOSE DA CUNHA;EDUARDO LOBAO;PSD;Eleito;2024;198;5369
LAGAMAR;Vereador;33333;GERALDO BRAZ GERMANO;GERALDO CANTOR;MOBILIZA;Eleito;2024;151;5369
LAGOA DA PRATA;Vereador;11123;ELIAS MARCIO JOSE;ELIAS MOTORISTA;PP;Eleito;2024;1439;25776
LAGOA DA PRATA;Vereador;22222;CARLA SOARES DE ANDRADE;CARLA ANDRADE;PL;Eleito;2024;1040;25776
LAGOA DA PRATA;Vereador;55555;JOÃO PEDRO MORAIS;JOÃO PEDRO;PSD;Eleito;2024;1026;25776
LAGOA DA PRATA;Vereador;10111;SONIA ANTÔNIA DIAS TAVARES;SONINHA DA SAÚDE;REPUBLICANOS;Eleito;2024;925;25776
LAGOA DA PRATA;Vereador;10222;ANTONIO JUSTINO FILHO;TONINHO DA LAJE;REPUBLICANOS;Eleito;2024;796;25776
LAGOA DA PRATA;Vereador;45125;FRANCISCO DE ASSIS SILVA;TUTY DA BORRACHARIA DO ASSIS;PSDB;Eleito;2024;750;25776
LAGOA DA PRATA;Vereador;55100;ANA RUTH LAINE GONTIJO;ANA RUTH LAINE PROFESSORA;PSD;Eleito;2024;732;25776
LAGOA DA PRATA;Vereador;11500;MAURO APARECIDO CANDIDO;MAURO DO GÁS;PP;Eleito;2024;519;25776
LAGOA DA PRATA;Vereador;15610;JANEANY CRISTINA DE CASTRO ALMEIDA;JANEANY FILHA DA TUCA;MDB;Eleito;2024;486;25776
LAGOA DOS PATOS;Vereador;77000;JOSE MARIA NASCIMENTO NETO;ZE MARIA DE BIRRO;SOLIDARIEDADE;Eleito;2024;364;3008
LAGOA DOS PATOS;Vereador;77550;TEREZA DE JESUS FONSECA BRAGA;JESUS DE MIGUEL;SOLIDARIEDADE;Eleito;2024;254;3008
LAGOA DOS PATOS;Vereador;20888;RONEI PEREIRA DA SILVA;RONEI PUFU;PODE;Eleito;2024;245;3008
LAGOA DOS PATOS;Vereador;23456;ALEX ANDRADE DA SILVA;ALEX ANDRADE DA SILVA;CIDADANIA;Eleito;2024;205;3008
LAGOA DOS PATOS;Vereador;77789;GUILHERME BARBOSA DA SILVA;GUILA BARBOSA;SOLIDARIEDADE;Eleito;2024;157;3008
LAGOA DOS PATOS;Vereador;23888;LUIZ CARLOS DE JESUS;LUIZ CARLOS;CIDADANIA;Eleito;2024;147;3008
LAGOA DOS PATOS;Vereador;23230;JOSE GERALDO DOS REIS OLIVEIRA;LAUDE DO COCAL;CIDADANIA;Eleito;2024;145;3008
LAGOA DOS PATOS;Vereador;20000;ALDO SEBASTIAO ROSA DE FARIA;ALDO BOCA;PODE;Eleito;2024;131;3008
LAGOA DOS PATOS;Vereador;77888;GERALDO BARBOSA REIS;BINGA;SOLIDARIEDADE;Eleito;2024;102;3008
LAGOA DOURADA;Vereador;25111;RONALDO MACIEL CAMPOS;RONALDO MACIEL;PRD;Eleito;2024;468;8752
LAGOA DOURADA;Vereador;15640;VICENTE DE PAULO MELO;POLOCA;MDB;Eleito;2024;427;8752
LAGOA DOURADA;Vereador;45111;ADÃO ROSA DE ANDRADE;ADÃOZINHO DO DIAMANTE;PSDB;Eleito;2024;412;8752
LAGOA DOURADA;Vereador;22333;NÉLIO LOURENÇO COIMBRA;NÉLIO DA BORRACHARIA;PL;Eleito;2024;361;8752
LAGOA DOURADA;Vereador;15123;HARLEY MAGNO LIMA;PROFESSOR HARLEY;MDB;Eleito;2024;322;8752
LAGOA DOURADA;Vereador;45640;ROSEMARY RODRIGUES VALE;ROSEMARY LEIA DO LUIZ GONZAGA;PSDB;Eleito;2024;319;8752
LAGOA DOURADA;Vereador;25025;RONALDO AUGUSTO DE MELO;RONALDO DAS LARANJEIRAS;PRD;Eleito;2024;290;8752
LAGOA DOURADA;Vereador;55000;MARCELO CABRAL DA FONSECA;CABRAL DO POSTO;PSD;Eleito;2024;277;8752
LAGOA DOURADA;Vereador;20123;SAMUEL EXPEDITO VALE TAVARES;SAMUEL TAVARES;PODE;Eleito;2024;254;8752
LAGOA FORMOSA;Vereador;15015;PAULO HENRIQUE RODRIGUES MUNDIM;PAULO HENRIQUE MUNDIM;MDB;Eleito;2024;1185;13099
LAGOA FORMOSA;Vereador;20025;JOSE LEAL DE MAGALHAES;ZÉ LEAL;PODE;Eleito;2024;1114;13099
LAGOA FORMOSA;Vereador;15800;VICTOR NATAL DA SILVA;VICTOR VITIM;MDB;Eleito;2024;1033;13099
LAGOA FORMOSA;Vereador;15050;NEWTON BERNARDES DA SILVA;NEWTON DO BRÁS;MDB;Eleito;2024;680;13099
LAGOA FORMOSA;Vereador;20000;GILSON DE SOUZA BRAGA;GILSON DO ZALIM;PODE;Eleito;2024;648;13099
LAGOA FORMOSA;Vereador;22100;TIAGO JOSÉ DE ANDRADE;TIAGO DO ZEZINHO;PL;Eleito;2024;584;13099
LAGOA FORMOSA;Vereador;20666;GERALDO CELIO NUNES DE MACEDO;NELINHO;PODE;Eleito;2024;556;13099
LAGOA FORMOSA;Vereador;20190;PEDRO HENRIQUE PEREIRA CAIXETA;PEDRO CAIXETA;PODE;Eleito;2024;445;13099
LAGOA FORMOSA;Vereador;15000;IAGO ALENCAR SILVA GARCIA;IAGO GARCIA;MDB;Eleito;2024;444;13099
LAGOA FORMOSA;Vereador;15010;GERALDO MAGELA RODRIGUES;GERALDO MAGELA ;MDB;Eleito;2024;418;13099
LAGOA FORMOSA;Vereador;22022;POLIANE FERREIRA SILVA SOARES;POLIANE DA FLORICULTURA;PL;Eleito;2024;405;13099
LAGOA GRANDE;Vereador;13123;AURELIANO CARDOSO DOS SANTOS;AURELIO CARDOSO;PT;Eleito;2024;385;6308
LAGOA GRANDE;Vereador;11123;INOCENCIO LINO DA SILVA;NUNU DO POVO;PP;Eleito;2024;380;6308
LAGOA GRANDE;Vereador;77040;ARLINDO BRAZ DE LIMA;ARLINDO BRAZ;SOLIDARIEDADE;Eleito;2024;310;6308
LAGOA GRANDE;Vereador;15123;RAQUEL GUIMARÃES TEIXEIRA MATOS;RAQUEL MATOS;MDB;Eleito;2024;297;6308
LAGOA GRANDE;Vereador;20000;EVAILTON MOURA DE JESUS;EVAILTON DO RAIO X;PODE;Eleito;2024;277;6308
LAGOA GRANDE;Vereador;20500;NIVALDO DOS SANTOS ARAUJO;NIVALDO VEIZIM;PODE;Eleito;2024;272;6308
LAGOA GRANDE;Vereador;20625;EDISON PEREIRA RODRIGUES;DISSON DO ZÉ MARCOLINO;PODE;Eleito;2024;262;6308
LAGOA GRANDE;Vereador;25900;ELDER GONCALVES BARBOSA;KUIA;PRD;Eleito;2024;255;6308
LAGOA GRANDE;Vereador;77610;LUMA CRISTINA NUNES FRANCO;LUMA FRANCO;SOLIDARIEDADE;Eleito;2024;208;6308
LAGOA SANTA;Vereador;23500;LEONARDO VIANA DAHER;LÉO DAHER;CIDADANIA;Eleito;2024;1434;37769
LAGOA SANTA;Vereador;55123;BRUNO SOUZA BRAGA;BRUNO BRAGA;PSD;Eleito;2024;1242;37769
LAGOA SANTA;Vereador;25123;FABIANO MOREIRA DA SILVA;PROFESSOR FABIANO MOREIRA;PRD;Eleito;2024;1236;37769
LAGOA SANTA;Vereador;10123;CLEBER SOARES MACHADO;BURESKA DA AMBULÂNCIA;REPUBLICANOS;Eleito;2024;1172;37769
LAGOA SANTA;Vereador;11300;VINICIUS MOURA JANUARIO APOLINARIO;VINICIUS DE POREM;PP;Eleito;2024;1170;37769
LAGOA SANTA;Vereador;43000;MARCELO SILVA MONTEIRO;MARCELO MONTEIRO;PV;Eleito;2024;1156;37769
LAGOA SANTA;Vereador;25333;HÉLIO SOARES DE ABREU;HELINHO;PRD;Eleito;2024;1126;37769
LAGOA SANTA;Vereador;30333;PAULO MARCOS DOLABELLA LACERDA CAMPOS;PAULO DA ADM;NOVO;Eleito;2024;1124;37769
LAGOA SANTA;Vereador;44500;ROBERTO EMERENCIANO PEREIRA;ROBERTINHO DO DOCE VENENO;UNIÃO;Eleito;2024;896;37769
LAGOA SANTA;Vereador;22333;LEANDRO CÂNDIDO DA SILVA;LEANDRO CÂNDIDO;PL;Eleito;2024;895;37769
LAGOA SANTA;Vereador;22190;WILLIAM LOPES DOS SANTOS;CABO LOPINHO RESOLVE;PL;Eleito;2024;831;37769
LAGOA SANTA;Vereador;55555;DOUGLAS DE SOUZA BARBOSA;DOUGLAS DE CARLINHOS BARBOSA;PSD;Eleito;2024;720;37769
LAGOA SANTA;Vereador;25111;RENATO FERREIRA JÚNIOR;RENATINHO;PRD;Eleito;2024;595;37769
LAGOA SANTA;Vereador;23777;LAVINA RODRIGUES DE OLIVEIRA VIEIRA;LAVINA;CIDADANIA;Eleito;2024;550;37769
LAGOA SANTA;Vereador;33123;ANTONIO CARLOS FAGUNDES JÚNIOR;JUNINHO FAGUNDES;MOBILIZA;Eleito;2024;509;37769
LAJINHA;Vereador;15640;ANTÔNIO JOSÉ DA FONSECA;FONSEQUINHA;MDB;Eleito;2024;1210;13712
LAJINHA;Vereador;15000;JÚLIO DA SILVA HASTENRREITER;JÚLIO BOLINHA;MDB;Eleito;2024;1018;13712
LAJINHA;Vereador;15345;ALEXANDRE DAMON DE SOUZA SILVA;FANDE;MDB;Eleito;2024;856;13712
LAJINHA;Vereador;55789;BRUNO MIRANDA FIALHO;BRUNO FIALHO;PSD;Eleito;2024;852;13712
LAJINHA;Vereador;15321;JÚLIO MARIA DA SILVA;JÚLIO CORRÊA;MDB;Eleito;2024;605;13712
LAJINHA;Vereador;13690;NEURA DA SILVA PEREIRA;NEURA;PT;Eleito;2024;581;13712
LAJINHA;Vereador;45555;LEONARDO GOMES SANGLARD;LEO SANGLARD;PSDB;Eleito;2024;547;13712
LAJINHA;Vereador;15789;EMERSON VIEIRA DOS REIS;EMERSON PINTA;MDB;Eleito;2024;545;13712
LAJINHA;Vereador;45608;FLÁVIO ELIAS DA SILVA;FLAVINHO DA ILEUZA;PSDB;Eleito;2024;539;13712
LAJINHA;Vereador;45000;ALMEDINO FLORINDO DE FREITAS;ALMEDINO FLORINDO;PSDB;Eleito;2024;439;13712
LAJINHA;Vereador;15456;FILIPE FERREIRA FREITAS;FELIPE DO GÁS;MDB;Eleito;2024;303;13712
LAMBARI;Vereador;10400;FABIO ANDRIELE DA SILVA;ANDRIELE DO SÃO BARTOLOMEU;REPUBLICANOS;Eleito;2024;690;12937
LAMBARI;Vereador;22777;JOSÉ JOAQUIM DOS REIS;JOAQUIM REIS;PL;Eleito;2024;581;12937
LAMBARI;Vereador;55123;JOAREZ CARLOS MARTINS;JOAREZ MARTINS;PSD;Eleito;2024;478;12937
LAMBARI;Vereador;70789;RÔMULO DA CUNHA JÚNIOR;JUNINHO DO GÁS;AVANTE;Eleito;2024;397;12937
LAMBARI;Vereador;55789;ANGELO DUARTE DE MENEZES ALVES;ANGELO DA SAÚDE;PSD;Eleito;2024;340;12937
LAMBARI;Vereador;44190;EDSON FRANCE SALES;EDSON BOLERO;UNIÃO;Eleito;2024;337;12937
LAMBARI;Vereador;10678;JOSE BIBIANO DE PAIVA;BIBIANO;REPUBLICANOS;Eleito;2024;329;12937
LAMBARI;Vereador;10123;MARCELO MARIANO;PROFESSOR MARCELO MARIANO;REPUBLICANOS;Eleito;2024;295;12937
LAMBARI;Vereador;10555;BRUNO TEODORO DE MELO;BRUNO TEODORO;REPUBLICANOS;Eleito;2024;279;12937
LAMBARI;Vereador;11000;RAFAEL BENEDITO JANSEN SALES;RAFAEL DA PLASMAP;PP;Eleito;2024;278;12937
LAMBARI;Vereador;11111;ANTÔNIO DE BIASO JÚNIOR;PROFESSOR ANTÔNIO DE BIASO;PP;Eleito;2024;239;12937
LAMIM;Vereador;22111;ALEXANDRE DA SILVA LOURENÇO;ALEXANDRE DO JADIR;PL;Eleito;2024;240;3084
LAMIM;Vereador;22666;MOACIR DOS ANJOS PEREIRA;MOACIR DA RAIMUNDA;PL;Eleito;2024;206;3084
LAMIM;Vereador;15123;FRANCISCO NOGUEIRA REIS;TIM DO JUCA;MDB;Eleito;2024;162;3084
LAMIM;Vereador;44125;JOSE CELIO DA COSTA;CELINHO DA PIRANGUINHA;UNIÃO;Eleito;2024;161;3084
LAMIM;Vereador;15678;JOÃO ODEOM DE ARRUDA;JOÃOZINHO DA LUZIA;MDB;Eleito;2024;150;3084
LAMIM;Vereador;44222;EDVALDO MIRANDA;EDVALDO ZE QUEIXADA;UNIÃO;Eleito;2024;142;3084
LAMIM;Vereador;44444;ANTONIO DOS REIS PEREIRA;TONINHO DO DUDÉ;UNIÃO;Eleito;2024;140;3084
LAMIM;Vereador;33333;JEAN LUIZ DA SILVA;JEAN DO AFONSO;MOBILIZA;Eleito;2024;107;3084
LAMIM;Vereador;22522;DORACI EUSTÁQUIO NOGUEIRA REIS;DORACISINHO;PL;Eleito;2024;102;3084
LARANJAL;Vereador;10555;GERALDO ILSON DE MATOS;WILSON TEIXEIRA;REPUBLICANOS;Eleito;2024;492;5243
LARANJAL;Vereador;10011;HALVARO SANTOS SIQUEIRA;HALVARO TOKUIA;REPUBLICANOS;Eleito;2024;316;5243
LARANJAL;Vereador;40222;DIOGO DA COSTA GUEDES;DIOGO GUEDES;PSB;Eleito;2024;278;5243
LARANJAL;Vereador;33345;MARCELO ANTONIO VIEIRA;MARCELO VIEIRA;MOBILIZA;Eleito;2024;232;5243
LARANJAL;Vereador;55123;GUILHERME LANCINI;GUILHERME SAPUCAIA;PSD;Eleito;2024;228;5243
LARANJAL;Vereador;10111;VALDINEI JOSE VILELA;VILELINHA;REPUBLICANOS;Eleito;2024;214;5243
LARANJAL;Vereador;55611;CARLOS ALBERTO ALVES FERREIRA;CHIQUINHO DO ARTUR;PSD;Eleito;2024;203;5243
LARANJAL;Vereador;33456;GEOVANA GRASIELY DE MATOS;GEOVANA TEIXEIRA;MOBILIZA;Eleito;2024;189;5243
LARANJAL;Vereador;44222;MIGUEL ANGELO MORAIS SILVA;MIGUEL DO TUNA;UNIÃO;Eleito;2024;162;5243
LASSANCE;Vereador;55678;MILTON ALVES PEREIRA DE SOUZA;MILTINHO DE ALMIRIM;PSD;Eleito;2024;286;5114
LASSANCE;Vereador;77555;ALISSON RODRIGUES DA SILVA;NESSOM DA BALSA;SOLIDARIEDADE;Eleito;2024;275;5114
LASSANCE;Vereador;11456;JOÃO LÚCIO RODRIGUES FRANCA;JOÃO LÚCIO;PP;Eleito;2024;271;5114
LASSANCE;Vereador;55123;ANTONIO JOSE ALVES DA SILVA;ANTONIO DE AUGUSTO;PSD;Eleito;2024;230;5114
LASSANCE;Vereador;12611;BRENDON AURÉLIO FRANCO SOARES;BRENDIN DE ÂNGELA;PDT;Eleito;2024;229;5114
LASSANCE;Vereador;12000;ANTÔNIO CARLOS DE MOURA;FERREIRA;PDT;Eleito;2024;197;5114
LASSANCE;Vereador;11000;CRISTIANO DIAS DE SOUZA;CRISTIANIN;PP;Eleito;2024;169;5114
LASSANCE;Vereador;77000;SOLANGE FERNANDES COSTA LUCENA;SOLANGE DA SAUDE;SOLIDARIEDADE;Eleito;2024;159;5114
LASSANCE;Vereador;22555;LUCAS GABRIEL RODRIGUES CAMPOS;LUCAS RODRIGUES;PL;Eleito;2024;143;5114
LAVRAS;Vereador;15024;ANA PAULA SANTANA DE REZENDE ARRUDA;DELEGADA ANA PAULA;MDB;Eleito;2024;1949;48093
LAVRAS;Vereador;28000;JOSE CHEREM;ZE CHEREM;PRTB;Eleito;2024;1768;48093
LAVRAS;Vereador;55444;EVANDRO OLIVEIRA MIRANDA;MESTRE GRILO;PSD;Eleito;2024;1651;48093
LAVRAS;Vereador;10555;JOÃO PAULO FELIZARDO;JOÃO PAULO FELIZARDO;REPUBLICANOS;Eleito;2024;1327;48093
LAVRAS;Vereador;10789;JAQUELINE APARECIDA FRÁGUAS;JAQUELINE FRÁGUAS;REPUBLICANOS;Eleito;2024;1092;48093
LAVRAS;Vereador;13113;ROSEMEIRE APARECIDA DE OLIVEIRA;ROSE OLIVEIRA;PT;Eleito;2024;888;48093
LAVRAS;Vereador;55190;ANTONIO CLARET DOS SANTOS;CORONEL CLARET;PSD;Eleito;2024;794;48093
LAVRAS;Vereador;55555;JOÃO LUIZ REZENDE CARVALHO SILVA;JOÃO DA SAÚDE;PSD;Eleito;2024;774;48093
LAVRAS;Vereador;27190;UBIRAJARA CASSIANO ROCHA;BIRA ROCHA;DC;Eleito;2024;722;48093
LAVRAS;Vereador;13007;ARISTIDES SILVA FILHO;TIDE;PT;Eleito;2024;717;48093
LAVRAS;Vereador;55600;MAYRON CARDOSO GOMES;MAYRON CARDOSO;PSD;Eleito;2024;714;48093
LAVRAS;Vereador;55500;GILMAR DA SILVA;GIL DO ITIRAPUAN;PSD;Eleito;2024;670;48093
LAVRAS;Vereador;27100;LUÍS CARLOS DOS SANTOS;CAÇAPA;DC;Eleito;2024;666;48093
LAVRAS;Vereador;55123;ALISSON MAGNO MATTIOLI;ALISSON MATTIOLI ''DENTISTA'';PSD;Eleito;2024;660;48093
LAVRAS;Vereador;22222;JOSÉ VANIL DE ABREU;VANI (MEZENGA);PL;Eleito;2024;564;48093
LAVRAS;Vereador;27888;VÂNIA LÚCIA DE OLIVEIRA SALES;VÂNIA SALES;DC;Eleito;2024;551;48093
LAVRAS;Vereador;55678;JUSSÂNIA APARECIDA SANTOS SILVA;JUSSÂNIA;PSD;Eleito;2024;541;48093
LEANDRO FERREIRA;Vereador;25700;LEANDRO RODRIGUES LACERDA TEIXEIRA;LEANDRO DO ZÉ DA NAIR;PRD;Eleito;2024;195;2834
LEANDRO FERREIRA;Vereador;15666;CILIVERIO RODRIGUES DE CARVALHO;CILÉSIO DO RONALDO;MDB;Eleito;2024;169;2834
LEANDRO FERREIRA;Vereador;15500;CLAUDINEI LIBERIO DOS SANTOS;DINEI DESPACHANTE;MDB;Eleito;2024;139;2834
LEANDRO FERREIRA;Vereador;22013;EDUARDO CEZAR LOBATO FONSECA;EDUARDO GENRO DO JUVENAL;PL;Eleito;2024;136;2834
LEANDRO FERREIRA;Vereador;33600;THIAGO RODRIGUES DA SILVA;THIAGO DA MAGDA;MOBILIZA;Eleito;2024;134;2834
LEANDRO FERREIRA;Vereador;33334;RODRIGO FARIA DA SILVA;RODRIGO DO TÔE DO ACÁCIO;MOBILIZA;Eleito;2024;113;2834
LEANDRO FERREIRA;Vereador;15555;EGNALDO RODRIGUES;EGNALDO RODRIGUES;MDB;Eleito;2024;95;2834
LEANDRO FERREIRA;Vereador;55123;MILTON CASSIMIRO DA SILVA;CABRITO;PSD;Eleito;2024;92;2834
LEANDRO FERREIRA;Vereador;25123;JOÃO BATISTA DE VASCONCELOS;JOÃOZINHO DA CAPELA;PRD;Eleito;2024;87;2834
LEME DO PRADO;Vereador;15678;HELOISA MARIA DA CONSOLAÇÃO BARROSO;HELOISA ENFERMEIRA;MDB;Eleito;2024;321;3529
LEME DO PRADO;Vereador;44567;BENEDITO CELESTINO ESTEVES;BENÉ;UNIÃO;Eleito;2024;268;3529
LEME DO PRADO;Vereador;20111;EMERSON MACIEL GUEDES;MECIM DE ZÉ DE NICA;PODE;Eleito;2024;258;3529
LEME DO PRADO;Vereador;20800;GREGÓRIO LEMES SANTOS;GREGÓRIO;PODE;Eleito;2024;254;3529
LEME DO PRADO;Vereador;20000;ANA MARIA DE SOUSA;ANA MARIA;PODE;Eleito;2024;254;3529
LEME DO PRADO;Vereador;15888;JOSÉ CARLINDO ANTUNES;JOSÉ CARLINDO;MDB;Eleito;2024;238;3529
LEME DO PRADO;Vereador;13000;IDELFONCIO MARCOS FIGUEIREDO;DELFONSO;PT;Eleito;2024;233;3529
LEME DO PRADO;Vereador;44777;GERALDO MARIA BORGES COSTA;GERALDO MARIA;UNIÃO;Eleito;2024;178;3529
LEME DO PRADO;Vereador;13777;CARLOS ALESSANDRO VAZ;CARLIM DA OLARIA;PT;Eleito;2024;148;3529
LEOPOLDINA;Vereador;22222;RONNEY DE PAULA OLIVEIRA;RONNEY DE PAULA;PL;Eleito;2024;1191;29418
LEOPOLDINA;Vereador;22626;ELVECIO DE SOUZA BARBOSA;ELVECIO PRODUÇOES;PL;Eleito;2024;882;29418
LEOPOLDINA;Vereador;44456;MARCOS VINICIUS PEREIRA COSTA LIMA;QUEIJINHO DO POVO;UNIÃO;Eleito;2024;844;29418
LEOPOLDINA;Vereador;55055;WALDAIR BARBOSA COSTA;WALDAIR COSTA;PSD;Eleito;2024;786;29418
LEOPOLDINA;Vereador;55512;BERNARDO JUNQUEIRA E RENO GUEDES;BERNARDO GUEDES;PSD;Eleito;2024;770;29418
LEOPOLDINA;Vereador;13700;OLDEMAR BRAZIL MONTENARI;OLDEMAR MONTENARI;PT;Eleito;2024;701;29418
LEOPOLDINA;Vereador;70456;LUAN MELO DE CASTRO;LUAN CASTRO;AVANTE;Eleito;2024;691;29418
LEOPOLDINA;Vereador;13222;EDVALDO FRANQUIDO DONATO DO VALE;EDVALDO FRANQUIDO;PT;Eleito;2024;667;29418
LEOPOLDINA;Vereador;70123;CÍCERO RODRIGUES DA SILVA;CÍCERO;AVANTE;Eleito;2024;643;29418
LEOPOLDINA;Vereador;43611;JOÃO BATISTA PIMENTEL;JOÃO TATÃO;PV;Eleito;2024;629;29418
LEOPOLDINA;Vereador;44777;JOSE AUGUSTO CABRAL GONCALVES;JOSE AUGUSTO CABRAL;UNIÃO;Eleito;2024;611;29418
LEOPOLDINA;Vereador;22345;MARIA REGINA BERNARDO VICENTE;PASTORA REGINA;PL;Eleito;2024;608;29418
LEOPOLDINA;Vereador;45100;MARCUS VINICIUS BARROSO MADALENO;VINICIUS  MADALENO;PSDB;Eleito;2024;543;29418
LEOPOLDINA;Vereador;22616;GILMAR PIMENTEL DE OLIVEIRA;GILMAR PIMENTEL;PL;Eleito;2024;529;29418
LEOPOLDINA;Vereador;40134;VITOR RESENDE FRANCO;VITOR RESENDE;PSB;Eleito;2024;432;29418
LIBERDADE;Vereador;55555;DENIS ALEXANDRE ALVES;DENIS;PSD;Eleito;2024;223;3468
LIBERDADE;Vereador;25222;RAUL CALIXTO DE CARVALHO;RAUL CALIXTO;PRD;Eleito;2024;192;3468
LIBERDADE;Vereador;36000;VITOR DE PAULO LOPES;VITOR;AGIR;Eleito;2024;188;3468
LIBERDADE;Vereador;11456;DELVANE DA SILVA;DELVANE SILVA;PP;Eleito;2024;178;3468
LIBERDADE;Vereador;11111;AMARILDO DE SEIXAS FARIA;AMARILDO FARIA;PP;Eleito;2024;163;3468
LIBERDADE;Vereador;15666;LUIZ ANTÔNIO LAMIM;TOTONHO DA EVA;MDB;Eleito;2024;145;3468
LIBERDADE;Vereador;11444;JOSE CELIO ALVES BARBOSA;ZE CELIO;PP;Eleito;2024;139;3468
LIBERDADE;Vereador;70111;CRISTIANE APARECIDA FAGUNDES;CRISTIANE FAGUNDES;AVANTE;Eleito;2024;117;3468
LIBERDADE;Vereador;70777;RONDINEY ROBSON PEREIRA;´RONDINEY TOPÓGRAFO;AVANTE;Eleito;2024;111;3468
LIMA DUARTE;Vereador;10321;FABIO JUNIOR DA SILVA;BUIU O PEIXE;REPUBLICANOS;Eleito;2024;638;10865
LIMA DUARTE;Vereador;25111;FÁBIO PEREIRA VIEIRA;FABIO DA ROÇADEIRA;PRD;Eleito;2024;560;10865
LIMA DUARTE;Vereador;13513;MARCOS DELMON MASSARINO;MARQUINHOS;PT;Eleito;2024;509;10865
LIMA DUARTE;Vereador;40789;THIAGO JUNIOR DA SILVA;PROFESSOR THIAGO;PSB;Eleito;2024;499;10865
LIMA DUARTE;Vereador;13000;DONIZETE MARTINS DE AGUIAR;DÓ DE IBITIPOCA;PT;Eleito;2024;427;10865
LIMA DUARTE;Vereador;11111;JOSÉ JAYME CARVALHO DA CUNHA;ZEZÉ DO GENÉSIO;PP;Eleito;2024;398;10865
LIMA DUARTE;Vereador;11666;SANDRA TEREZINHA SILVA OLIVEIRA;SANDRA OLIVEIRA;PP;Eleito;2024;318;10865
LIMA DUARTE;Vereador;10120;JOSIMAR OLIVEIRA CAMPOS;JOSIMAR CAMPOS;REPUBLICANOS;Eleito;2024;301;10865
LIMA DUARTE;Vereador;12345;ROGÉRIO FERREIRA DOS SANTOS;GELINHO DU MANEJO;PDT;Eleito;2024;291;10865
LIMA DUARTE;Vereador;25333;ANTONIO EDUARDO DE ALMEIDA;TOTONHO DO RESTAURANTE TANAKA;PRD;Eleito;2024;252;10865
LIMA DUARTE;Vereador;40000;JOÃO BATISTA DE MOURA JÚNIOR;JUNINHO MOURA;PSB;Eleito;2024;248;10865
LIMEIRA DO OESTE;Vereador;40007;GILMAR VIDAL SOUZA;GILMAR PEIXINHO;PSB;Eleito;2024;337;5590
LIMEIRA DO OESTE;Vereador;45678;DOUGLAS APARECIDO FERREIRA VIEIRA;DOGLÃO;PSDB;Eleito;2024;323;5590
LIMEIRA DO OESTE;Vereador;13333;AILTO DE MORAES CAVALCANTE;AILTO MORAES;PT;Eleito;2024;307;5590
LIMEIRA DO OESTE;Vereador;77777;CELITA QUEIROZ DE OLIVEIRA;CELITA;SOLIDARIEDADE;Eleito;2024;291;5590
LIMEIRA DO OESTE;Vereador;27000;ADEMIR SILVA COSTA;ADEMIR BUGRIN;DC;Eleito;2024;263;5590
